contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
Yes,,3.0,1.0,1249.0,0.0,174500,"2303 13th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/2303-13th-Avenue,99849300,42.590299,-89.643609,1900.0,2303 13th Avenue,"Monroe, WI",2021-01-22,174500,1,1
Yes,,4.0,3.0,2006.0,0.0,239500,"302 6th Street, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/302-6th-Street,99733092,42.62434,-89.36985,1973.0,302 6th Street,"Brodhead, WI",2021-01-22,239500,1,1
No,,,0.0,,0.0,115000,"L1 Drammen Valley Road, Mount Horeb, WI",53572,https://www.homesnap.com/WI/Mount-Horeb/L1-Drammen-Valley-Road,99692267,42.85738,-89.82848,,L1 Drammen Valley Road,"Mount Horeb, WI",2021-01-20,115000,8,32
Yes,,3.0,1.0,2365.0,0.0,165000,"2311 18th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/2311-18th-Avenue,99591986,42.590067,-89.637051,,2311 18th Avenue,"Monroe, WI",2021-01-19,165000,1,1
Yes,,4.0,2.0,2282.0,0.0,187500,"2003 14th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/2003-14th-Street,99633546,42.598715,-89.634782,1900.0,2003 14th Street,"Monroe, WI",2021-01-19,187500,1,1
No,,,0.0,,0.0,169900,"Lot 48 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-48-Wild-Iris-Way,99643220,42.765524,-89.457861,,Lot 48 Wild Iris Way,"Albany, WI",2021-01-19,169900,8,32
No,,,0.0,,0.0,34900,"Lot 8 Tindelle Lane, Sylvester, WI",53566,https://www.homesnap.com/WI/Sylvester/Lot-8-Tindelle-Lane,99671664,42.608658,-89.584926,,Lot 8 Tindelle Lane,"Sylvester, WI",2021-01-19,34900,8,32
No,,,0.0,,0.0,750000,"507 W 8th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/507-W-8th-Street,99602952,42.607031,-89.661431,,507 W 8th Street,"Monroe, WI",2021-01-18,750000,8,32
No,,,0.0,,0.0,600000,"1.86 Ac W 8th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/186-Ac-W-8th-Street,99602395,42.610517,-89.651508,,1.86 Ac W 8th Street,"Monroe, WI",2021-01-18,600000,8,32
No,,,0.0,,0.0,500000,"2.51 Ac 4th Avenue W, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/251-Ac-4th-Avenue-W,99602953,42.598784,-89.661593,,2.51 Ac 4th Avenue W,"Monroe, WI",2021-01-18,500000,8,32
Yes,,2.0,2.0,2346.0,0.0,205000,"2831 1st Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/2831-1st-Street,99579417,42.61024,-89.624598,1996.0,2831 1st Street,"Monroe, WI",2021-01-16,205000,8,8
No,3.0,,0.0,8600.0,0.0,264000,"1118 17th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/1118-17th-Avenue,99395604,42.600524,-89.638265,,1118 17th Avenue,"Monroe, WI",2021-01-14,264000,8,128
No,,3.0,1.5,1518.0,0.0,92500,"109 Sugar River Parkway, Albany, WI",53502,https://www.homesnap.com/WI/Albany/109-Sugar-River-Parkway,99409156,42.707938,-89.440537,1900.0,109 Sugar River Parkway,"Albany, WI",2021-01-13,92500,1,1
Yes,,3.0,2.0,1280.0,0.0,54000,"906 19th Street #50, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/906-19th-Street/property/17849287,99447381,42.610897,-89.378005,2016.0,906 19th Street #50,"Brodhead, WI",2021-01-13,54000,8,64
No,1.0,,0.0,3248.0,0.0,199900,"1025 4th Street N, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/1025-4th-Street-N,99337000,42.615209,-89.647069,1981.0,1025 4th Street N,"Monroe, WI",2021-01-12,199900,8,128
Yes,,2.0,1.0,1192.0,0.0,79900,"407 4th Street, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/407-4th-Street,99280177,42.626586,-89.371547,1900.0,407 4th Street,"Brodhead, WI",2021-01-11,79900,1,1
No,,5.0,2.5,2900.0,0.0,429900,"W4360 Greenbush Road, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/W4360-Greenbush-Road,99244946,42.607435,-89.575808,1903.0,W4360 Greenbush Road,"Monroe, WI",2021-01-10,429900,1,1
No,,,0.0,,0.0,34999,"Lots 1 & 3 E 5th Avenue, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/Lots-1-3-E-5th-Avenue,99242730,42.620872,-89.371937,,Lots 1 & 3 E 5th Avenue,"Brodhead, WI",2021-01-09,34999,8,32
Yes,,3.0,2.0,1700.0,0.0,289500,"1301 5th Street, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/1301-5th-Street,99254532,42.807915,-89.639177,1993.0,1301 5th Street,"New Glarus, WI",2021-01-08,289500,1,1
Yes,,3.0,1.0,1144.0,0.0,214900,"N6754 Norwegian Road, Albany, WI",53502,https://www.homesnap.com/WI/Albany/N6754-Norwegian-Road,99256729,42.754094,-89.459667,1975.0,N6754 Norwegian Road,"Albany, WI",2021-01-07,214900,1,1
No,,4.0,1.5,1700.0,0.0,395000,"W8617 Sawmill Road, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/W8617-Sawmill-Road,99223657,42.792466,-89.786149,,W8617 Sawmill Road,"Blanchardville, WI",2021-01-06,395000,1,1
No,,5.0,1.5,3600.0,0.0,465000,"W9104 Sawmill Road, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/W9104-Sawmill-Road,99223282,42.799176,-89.804233,,W9104 Sawmill Road,"Blanchardville, WI",2021-01-06,465000,1,1
Yes,,3.0,1.0,1152.0,0.0,134900,"N4642 County Highway N, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/N4642-County-Highway-N,99155874,42.673757,-89.660583,1966.0,N4642 County Highway N,"Monroe, WI",2021-01-05,134900,1,1
Yes,,,0.0,,0.0,15000,"6627 W Winslow Road, Winslow, IL",61089,https://www.homesnap.com/IL/Winslow/6627-W-Winslow-Road,99027515,42.502573,-89.744458,,6627 W Winslow Road,"Winslow, IL",2021-01-04,15000,8,32
Yes,,3.0,2.0,1900.0,0.0,549900,"1401 Wisconsin 59, Albany, WI",53502,https://www.homesnap.com/WI/Albany/1401-Wisconsin-59,99022258,42.718549,-89.423186,2003.0,1401 Wisconsin 59,"Albany, WI",2021-01-04,599000,1,1
Yes,,3.0,2.0,2696.0,0.0,349000,"N4273 Hwy 59, Sylvester, WI",53566,https://www.homesnap.com/WI/Sylvester/N4273-Hwy-59,98979616,42.661331,-89.513342,1850.0,N4273 Hwy 59,"Sylvester, WI",2020-12-29,349000,1,1
Yes,,3.0,2.0,1794.0,0.0,269900,"N9183 Legler Road, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/N9183-Legler-Road,98886652,42.838276,-89.467186,,N9183 Legler Road,"Brooklyn, WI",2020-12-28,269900,1,1
Yes,,1.0,1.0,644.0,0.0,149900,"W2144 County Highway K, Juda, WI",53550,https://www.homesnap.com/WI/Juda/W2144-County-Highway-K,98690541,42.52706,-89.466852,1900.0,W2144 County Highway K,"Juda, WI",2020-12-21,149900,1,1
No,2.0,3.0,3.0,1800.0,1575.0,229900,"218 6th Avenue, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/218-6th-Avenue,98562862,42.81478,-89.636098,,218 6th Avenue,"New Glarus, WI",2020-12-15,249900,1,16
Yes,,3.0,1.5,1649.0,0.0,319000,"W504 Yarwood Road, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/W504-Yarwood-Road,98576755,42.814922,-89.390085,1968.0,W504 Yarwood Road,"Brooklyn, WI",2020-12-15,319000,1,1
No,,,0.0,,0.0,49900,"L6 County Road N, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/L6-County-Road-N,98487659,42.843649,-89.65654,,L6 County Road N,"New Glarus, WI",2020-12-14,49900,8,32
No,,3.0,2.0,1902.0,0.0,279900,"W726 Dogleg Court, Decatur, WI",53520,https://www.homesnap.com/WI/Decatur/W726-Dogleg-Court,98410609,42.657533,-89.398507,2021.0,W726 Dogleg Court,"Decatur, WI",2020-12-14,274900,1,1
No,,3.0,2.0,1784.0,0.0,270900,"W732 Sandtrap Terrace, Decatur, WI",53520,https://www.homesnap.com/WI/Decatur/W732-Sandtrap-Terrace,98410998,42.659742,-89.400856,2021.0,W732 Sandtrap Terrace,"Decatur, WI",2020-12-14,265900,1,1
No,,3.0,2.0,1580.0,0.0,260900,"W746 Dogleg Court, Decatur, WI",53520,https://www.homesnap.com/WI/Decatur/W746-Dogleg-Court,98411000,42.657533,-89.398507,2021.0,W746 Dogleg Court,"Decatur, WI",2020-12-14,255900,1,1
Yes,,3.0,2.0,1629.0,0.0,359000,"W3350 Rufi Lane, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/W3350-Rufi-Lane,98424256,42.628081,-89.526962,1900.0,W3350 Rufi Lane,"Monroe, WI",2020-12-14,359000,1,1
Yes,,2.0,2.0,1578.0,0.0,125000,"N2382 Spring Street, Juda, WI",53550,https://www.homesnap.com/WI/Juda/N2382-Spring-Street,98428969,42.59082,-89.509444,,N2382 Spring Street,"Juda, WI",2020-12-11,135000,1,1
Yes,,3.0,1.0,1662.0,0.0,99900,"W2963 Main Street, Juda, WI",53550,https://www.homesnap.com/WI/Juda/W2963-Main-Street,98312114,42.589131,-89.507223,,W2963 Main Street,"Juda, WI",2020-12-08,130000,1,1
No,,2.0,2.5,1808.0,0.0,399000,"112 12th Avenue, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/112-12th-Avenue,98295986,42.809261,-89.634052,2018.0,112 12th Avenue,"New Glarus, WI",2020-12-07,409000,4,4
Yes,,3.0,1.5,1616.0,0.0,144500,"1623 17th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/1623-17th-Street,98265338,42.595944,-89.638203,1902.0,1623 17th Street,"Monroe, WI",2020-12-05,144500,1,1
Yes,,,0.0,,0.0,119800,"16.28 Ac County Rd A, Argyle, WI",53504,https://www.homesnap.com/WI/Argyle/1628-Ac-County-Rd-A,98223419,42.739857,-89.830208,,16.28 Ac County Rd A,"Argyle, WI",2020-12-03,149800,8,32
Yes,,3.0,1.0,3056.0,0.0,249900,"1006 18th Street, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/1006-18th-Street,98218946,42.612453,-89.378619,1960.0,1006 18th Street,"Brodhead, WI",2020-12-02,249900,1,1
No,,,0.0,,0.0,85000,"N9548 County Road U, Belleville, WI",53508,https://www.homesnap.com/WI/Belleville/N9548-County-Road-U,98266525,42.85254,-89.656667,,N9548 County Road U,"Belleville, WI",2020-12-01,85000,8,32
Yes,,3.0,1.0,1152.0,0.0,139900,"213 Church Street, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/213-Church-Street,98139680,42.852617,-89.367058,1936.0,213 Church Street,"Brooklyn, WI",2020-11-30,139900,1,1
Yes,,,0.0,,0.0,1150000,"247 Acres Hay Hollow Road, York, WI",53516,https://www.homesnap.com/WI/York/247-Acres-Hay-Hollow-Road,98154627,42.833682,-89.788072,,247 Acres Hay Hollow Road,"York, WI",2020-11-30,1150000,8,32
No,,,0.0,,0.0,420000,"33 Acres Sandy Hook Road, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/33-Acres-Sandy-Hook-Road,98093386,42.805679,-89.467102,,33 Acres Sandy Hook Road,"Brooklyn, WI",2020-11-27,420000,8,32
Yes,,3.0,2.5,3300.0,0.0,399900,"212 3rd Avenue, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/212-3rd-Avenue,98060278,42.817514,-89.635855,1920.0,212 3rd Avenue,"New Glarus, WI",2020-11-24,399900,1,1
Yes,,4.0,2.5,3210.0,0.0,725000,"N8387 County Road A, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/N8387-County-Road-A,98042123,42.809967,-89.763616,1927.0,N8387 County Road A,"Blanchardville, WI",2020-11-23,725000,1,1
Yes,,4.0,3.5,3669.0,0.0,569500,"W4845 Pembridge Trail, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/W4845-Pembridge-Trail,97798844,42.644802,-89.59891,1999.0,W4845 Pembridge Trail,"Monroe, WI",2020-11-19,599800,1,1
No,,3.0,2.0,1700.0,0.0,450000,"W8507 Meadow Brook Road, Argyle, WI",53504,https://www.homesnap.com/WI/Argyle/W8507-Meadow-Brook-Road,97799768,42.752375,-89.781086,1918.0,W8507 Meadow Brook Road,"Argyle, WI",2020-11-18,450000,1,1
No,4.0,,0.0,10763.0,0.0,875000,"100 6th Avenue, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/100-6th-Avenue,97808084,42.814679,-89.634211,1853.0,100 6th Avenue,"New Glarus, WI",2020-11-17,875000,8,128
No,,,0.0,,0.0,30000,"Lot 52 Taylor Trail, Decatur, WI",53520,https://www.homesnap.com/WI/Decatur/Lot-52-Taylor-Trail,97807360,42.600459,-89.399085,,Lot 52 Taylor Trail,"Decatur, WI",2020-11-17,30000,8,32
No,,,0.0,,0.0,240000,"40 Acres Purintun Road, Albany, WI",53502,https://www.homesnap.com/WI/Albany/40-Acres-Purintun-Road,97808833,42.711724,-89.498653,,40 Acres Purintun Road,"Albany, WI",2020-11-17,240000,8,32
Yes,,,0.0,,0.0,149000,"0 Wisconsin 39, York, WI",53572,https://www.homesnap.com/WI/York/0-Wisconsin-39,97682741,42.842677,-89.77903,,0 Wisconsin 39,"York, WI",2020-11-12,149000,8,32
No,,,0.0,,0.0,286000,"52 Acres Towns Road, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/52-Acres-Towns-Road,97666646,42.679062,-89.506297,,52 Acres Towns Road,"Monroe, WI",2020-11-09,312000,8,32
Yes,,,0.0,,0.0,42900,"Lot 2 Towns Road, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/Lot-2-Towns-Road,97666647,42.679062,-89.506297,,Lot 2 Towns Road,"Monroe, WI",2020-11-09,42900,8,32
No,,,0.0,,0.0,41900,"Lot 3 Towns Road, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/Lot-3-Towns-Road,97667011,42.679062,-89.506297,,Lot 3 Towns Road,"Monroe, WI",2020-11-09,41900,8,32
Yes,,,0.0,,0.0,39900,"Lot 1 Towns Road, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/Lot-1-Towns-Road,97666645,42.679062,-89.506297,,Lot 1 Towns Road,"Monroe, WI",2020-11-09,39900,8,32
No,,,0.0,,0.0,205000,"Lot 52 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-52-Wild-Iris-Way,97222786,42.765524,-89.457861,,Lot 52 Wild Iris Way,"Albany, WI",2020-11-04,205000,8,32
Yes,,3.0,3.0,4643.0,0.0,634900,"N8244 County Road J, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/N8244-County-Road-J,96887491,42.805823,-89.722887,2006.0,N8244 County Road J,"New Glarus, WI",2020-11-03,649900,1,1
Yes,,5.0,1.5,2120.0,0.0,262500,"W2511 County Highway Ff, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/W2511-County-Highway-Ff,96786619,42.664432,-89.486573,1880.0,W2511 County Highway Ff,"Monroe, WI",2020-10-30,262500,1,1
Yes,,2.0,2.0,1504.0,0.0,210000,"504 26th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/504-26th-Street,96772054,42.58818,-89.653431,1978.0,504 26th Street,"Monroe, WI",2020-10-29,210000,1,1
Yes,,2.0,1.0,1274.0,0.0,124900,"1220 20th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/1220-20th-Avenue,96734362,42.599578,-89.634819,1914.0,1220 20th Avenue,"Monroe, WI",2020-10-28,124900,1,1
Yes,,4.0,2.5,3210.0,0.0,599900,"N8387 County Road A, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/N8387-County-Road-A/listing/96748366,96748366,42.809967,-89.763616,1927.0,N8387 County Road A,"Blanchardville, WI",2020-10-28,625000,1,1
No,,,0.0,,0.0,14900,"401 1st Street, Brodhead, WI",53520,https://www.homesnap.com/WI/Brodhead/401-1st-Street,96735793,42.629069,-89.371709,,401 1st Street,"Brodhead, WI",2020-10-27,14900,8,32
Yes,,3.0,1.5,1404.0,0.0,124900,"204 S 5th Avenue, Albany, WI",53502,https://www.homesnap.com/WI/Albany/204-S-5th-Avenue,96704130,42.706788,-89.432881,1920.0,204 S 5th Avenue,"Albany, WI",2020-10-26,124900,1,1
No,1.0,,0.0,2688.0,0.0,340000,"506 1st Street, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/506-1st-Street,96694301,42.815163,-89.633632,,506 1st Street,"New Glarus, WI",2020-10-26,350000,8,128
No,,2.0,1.0,1321.0,0.0,160000,"721 15th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/721-15th-Avenue,96524630,42.604498,-89.641395,1901.0,721 15th Avenue,"Monroe, WI",2020-10-16,167900,1,1
No,,,0.0,,0.0,139900,"39 Wisconsin 69, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/39-Wisconsin-69,96528934,42.821173,-89.633493,,39 Wisconsin 69,"New Glarus, WI",2020-10-16,139900,8,32
No,,,0.0,,0.0,99000,"10 Ac Meadow Brook Road, Adams, WI",53504,https://www.homesnap.com/WI/Adams/10-Ac-Meadow-Brook-Road,96463918,42.753601,-89.783159,,10 Ac Meadow Brook Road,"Adams, WI",2020-10-13,99000,8,32
No,26.0,,0.0,,0.0,1300000,"1200 Wisconsin 69, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/1200-Wisconsin-69,96302126,42.808919,-89.632262,1967.0,1200 Wisconsin 69,"New Glarus, WI",2020-10-06,1300000,8,128
No,,3.0,2.0,1376.0,0.0,229000,"639 E Lake Avenue, Monticello, WI",53570,https://www.homesnap.com/WI/Monticello/639-E-Lake-Avenue,96292038,42.745174,-89.587029,2020.0,639 E Lake Avenue,"Monticello, WI",2020-10-05,229000,1,1
No,1.0,,0.0,1512.0,0.0,150000,"203 Oak Street, Albany, WI",53502,https://www.homesnap.com/WI/Albany/203-Oak-Street,96319607,42.708375,-89.438002,1965.0,203 Oak Street,"Albany, WI",2020-10-05,150000,8,128
Yes,3.0,,0.0,3500.0,0.0,199000,"538 1st Street, New Glarus, WI",53574,https://www.homesnap.com/WI/New-Glarus/538-1st-Street,95760505,42.8148,-89.633612,1919.0,538 1st Street,"New Glarus, WI",2020-09-29,239000,8,128
Yes,,,0.0,,0.0,44500,"LOT#13 28th Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/LOT13-28th-Street,94909844,42.585572,-89.633547,,LOT#13 28th Street,"Monroe, WI",2020-09-25,44500,8,32
No,,,0.0,,0.0,44900,"4.41 Ac County Road J, Monticello, WI",53570,https://www.homesnap.com/WI/Monticello/441-Ac-County-Road-J,94520506,42.709873,-89.723159,,4.41 Ac County Road J,"Monticello, WI",2020-09-09,44900,8,32
Yes,,,0.0,,0.0,229900,"Lot 49 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-49-Wild-Iris-Way,94596509,42.765524,-89.457861,,Lot 49 Wild Iris Way,"Albany, WI",2020-09-07,229900,8,32
Yes,,3.0,2.0,1215.0,0.0,85500,"W8014 County Road H, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/W8014-County-Road-H,94361554,42.79966,-89.754951,1991.0,W8014 County Road H,"Blanchardville, WI",2020-08-31,85500,8,64
No,,,0.0,,0.0,49900,"Lot 42 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-42-Wild-Iris-Way,94236816,42.765524,-89.457861,,Lot 42 Wild Iris Way,"Albany, WI",2020-08-26,49900,8,32
No,2.0,6.0,2.0,2000.0,1735.0,240000,"104 Hotel Street, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/104-Hotel-Street,94101955,42.853003,-89.370108,,104 Hotel Street,"Brooklyn, WI",2020-08-21,240000,1,16
No,,,0.0,,0.0,110000,"Lot 6 Jeremiason Lane, York, WI",53516,https://www.homesnap.com/WI/York/Lot-6-Jeremiason-Lane,94093237,42.775293,-89.790441,,Lot 6 Jeremiason Lane,"York, WI",2020-08-21,110000,8,32
Yes,,3.0,1.5,1200.0,0.0,110000,"100 Hotel Street, Brooklyn, WI",53521,https://www.homesnap.com/WI/Brooklyn/100-Hotel-Street,94101307,42.853361,-89.369212,,100 Hotel Street,"Brooklyn, WI",2020-08-20,110000,1,1
No,,,0.0,,0.0,180960,"L5 30.16 Ac County Road J, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/L5-3016-Ac-County-Road-J,94058809,42.694207,-89.716359,,L5 30.16 Ac County Road J,"Monroe, WI",2020-08-18,177000,8,32
No,,,0.0,,0.0,220000,"00 00, Albany, WI",53502,https://www.homesnap.com/WI/Albany/00-00,93981703,42.774857,-89.458612,,00 00,"Albany, WI",2020-08-15,220000,8,32
No,1.0,,0.0,11500.0,0.0,349900,"149 N Main Street, Monticello, WI",53570,https://www.homesnap.com/WI/Monticello/149-N-Main-Street,93921998,42.746847,-89.594733,,149 N Main Street,"Monticello, WI",2020-08-12,370000,8,128
No,,,0.0,,0.0,199900,"Lot 50 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-50-Wild-Iris-Way,93895086,42.765524,-89.457861,,Lot 50 Wild Iris Way,"Albany, WI",2020-08-11,199900,8,32
No,,,0.0,,0.0,134900,"0 Jeremiason Lane #1890184, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/0-Jeremiason-Lane/property/16021478,93739719,42.776295,-89.79024,,0 Jeremiason Lane #1890184,"Blanchardville, WI",2020-08-03,140000,8,32
No,,,0.0,,0.0,373140,"20.73 Ac Wisconsin 59, Albany, WI",53502,https://www.homesnap.com/WI/Albany/2073-Ac-Wisconsin-59,93799669,42.707853,-89.437117,,20.73 Ac Wisconsin 59,"Albany, WI",2020-08-03,373140,8,32
No,,,0.0,,0.0,25000,"0 Country Club Drive, Decatur, WI",53520,https://www.homesnap.com/WI/Decatur/0-Country-Club-Drive,93671479,42.658761,-89.40189,,0 Country Club Drive,"Decatur, WI",2020-08-03,20000,8,32
No,,,0.0,,0.0,75000,"1.57 Acres 21st Street, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/157-Acres-21st-Street,93521657,42.592244,-89.648568,,1.57 Acres 21st Street,"Monroe, WI",2020-07-24,75000,8,32
Yes,,,0.0,,0.0,35900,"Lot 43 Wild Iris Way, Albany, WI",53502,https://www.homesnap.com/WI/Albany/Lot-43-Wild-Iris-Way,93471524,42.765524,-89.457861,,Lot 43 Wild Iris Way,"Albany, WI",2020-07-21,35900,8,32
No,,,0.0,,0.0,49900,"2.16 Ac Pembridge Trail, Sylvester, WI",53566,https://www.homesnap.com/WI/Sylvester/216-Ac-Pembridge-Trail,92707574,42.643894,-89.597605,,2.16 Ac Pembridge Trail,"Sylvester, WI",2020-06-18,49900,8,32
No,,,0.0,,0.0,80000,"Lot 1 Cardinal Crest Lane, Exeter, WI",53574,https://www.homesnap.com/WI/Exeter/Lot-1-Cardinal-Crest-Lane,91968239,42.838914,-89.598437,,Lot 1 Cardinal Crest Lane,"Exeter, WI",2020-05-18,70000,8,32
No,,,0.0,,0.0,65000,"Lot 9 Cardinal Crest Lane, Exeter, WI",53574,https://www.homesnap.com/WI/Exeter/Lot-9-Cardinal-Crest-Lane,91976370,42.838914,-89.598437,,Lot 9 Cardinal Crest Lane,"Exeter, WI",2020-05-18,90000,8,32
Yes,,,0.0,,0.0,69000,"Lot 13 Cardinal Crest Lane, Exeter, WI",53574,https://www.homesnap.com/WI/Exeter/Lot-13-Cardinal-Crest-Lane,91978864,42.838914,-89.598437,,Lot 13 Cardinal Crest Lane,"Exeter, WI",2020-05-18,60000,8,32
No,,,0.0,,0.0,90000,"Lot 17 Cardinal Crest Lane, Exeter, WI",53574,https://www.homesnap.com/WI/Exeter/Lot-17-Cardinal-Crest-Lane,91979700,42.838914,-89.598437,,Lot 17 Cardinal Crest Lane,"Exeter, WI",2020-05-18,90000,8,32
No,,,0.0,,0.0,40000,"L1 17th Avenue, Monroe, WI",53566,https://www.homesnap.com/WI/Monroe/L1-17th-Avenue,91988924,42.60108,-89.63846,,L1 17th Avenue,"Monroe, WI",2020-05-16,40000,8,32
No,,,0.0,,0.0,69000,"2.5 Ac Ogden Avenue, Albany, WI",53502,https://www.homesnap.com/WI/Albany/25-Ac-Ogden-Avenue,91590882,42.714814,-89.430522,,2.5 Ac Ogden Avenue,"Albany, WI",2020-05-13,75000,8,32
