contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
Yes,,3.0,1.0,1096.0,0.0,925000,"5313 County Road K, Blue Mounds, WI",53517,https://www.homesnap.com/WI/Blue-Mounds/5313-County-Road-K,99089631,43.069407,-89.850255,1910.0,5313 County Road K,"Blue Mounds, WI",2021-01-06,925000,1,1
Yes,,2.0,2.0,1344.0,0.0,330000,"3431 Tower Road, Cobb, WI",53526,https://www.homesnap.com/WI/Cobb/3431-Tower-Road,98916216,42.990662,-90.352734,1993.0,3431 Tower Road,"Cobb, WI",2020-12-30,330000,1,1
No,,,0.0,,0.0,839900,"875 Hickory Grove Road, Muscoda, WI",53573,https://www.homesnap.com/WI/Muscoda/875-Hickory-Grove-Road,98649507,43.142087,-90.371782,,875 Hickory Grove Road,"Muscoda, WI",2020-12-21,839900,8,32
Yes,11.0,7.0,4.0,4082.0,3145.0,775000,"117 E North Street, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/117-E-North-Street,98695155,42.966937,-90.129468,1928.0,117 E North Street,"Dodgeville, WI",2020-12-21,775000,1,16
Yes,,3.0,3.0,3020.0,0.0,550000,"5615 Blue Ridge Road, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/5615-Blue-Ridge-Road,98693169,43.084389,-89.928684,2010.0,5615 Blue Ridge Road,"Barneveld, WI",2020-12-20,550000,1,1
No,,2.0,1.0,1298.0,0.0,89500,"E4049 Kennedy Road, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/E4049-Kennedy-Road,98664031,43.178441,-90.116196,1973.0,E4049 Kennedy Road,"Spring Green, WI",2020-12-18,89500,1,1
No,1.0,,0.0,,0.0,219000,"307 Main Street, Hollandale, WI",53544,https://www.homesnap.com/WI/Hollandale/307-Main-Street,98498629,42.876651,-89.935366,1979.0,307 Main Street,"Hollandale, WI",2020-12-17,219000,8,128
No,,,0.0,,0.0,352000,"44.24 Ac County Road Y, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/4424-Ac-County-Road-Y,98388527,42.918688,-90.108346,,44.24 Ac County Road Y,"Mineral Point, WI",2020-12-10,352000,8,32
Yes,4.0,,0.0,3500.0,0.0,199000,"401 N Union Street, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/401-N-Union-Street/property/17652869,98296050,42.962699,-90.12897,1960.0,401 N Union Street,"Dodgeville, WI",2020-12-07,199000,8,128
Yes,,4.0,3.5,2806.0,0.0,374900,"S12399 County Road G, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/S12399-County-Road-G,98177518,43.192853,-90.078292,1993.0,S12399 County Road G,"Spring Green, WI",2020-12-01,374900,1,1
No,,5.0,5.0,5044.0,0.0,450000,"525 Fountain Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/525-Fountain-Street,98129952,42.860948,-90.185837,1839.0,525 Fountain Street,"Mineral Point, WI",2020-11-29,450000,1,1
No,3.0,,0.0,6195.0,0.0,300000,"301 Dalogasa Drive, Arena, WI",53503,https://www.homesnap.com/WI/Arena/301-Dalogasa-Drive,97825510,43.162065,-89.899799,2008.0,301 Dalogasa Drive,"Arena, WI",2020-11-19,315000,8,128
Yes,,2.0,1.0,800.0,0.0,99900,"500 2nd Avenue, Hollandale, WI",53544,https://www.homesnap.com/WI/Hollandale/500-2nd-Avenue,97757262,42.875176,-89.934436,,500 2nd Avenue,"Hollandale, WI",2020-11-16,109900,1,1
Yes,,4.0,1.0,2000.0,0.0,420000,"6618 Hwy 39, Waldwick, WI",53565,https://www.homesnap.com/WI/Waldwick/6618-Hwy-39,97687977,42.863268,-89.993192,1849.0,6618 Hwy 39,"Waldwick, WI",2020-11-12,420000,1,1
No,,,0.0,,0.0,75900,"L6 Prairie Drive, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L6-Prairie-Drive,97686427,43.186164,-90.036307,,L6 Prairie Drive,"Spring Green, WI",2020-11-12,75900,8,32
No,,,0.0,,0.0,118900,"L3 Sommerset Road, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L3-Sommerset-Road,97684260,43.186164,-90.036307,,L3 Sommerset Road,"Spring Green, WI",2020-11-12,118000,8,32
No,,,0.0,,0.0,32900,"L61,63,64,65 N Westmor Street, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L61636465-N-Westmor-Street,97716574,43.184083,-90.075757,,"L61,63,64,65 N Westmor Street","Spring Green, WI",2020-11-12,32900,8,32
Yes,,4.0,2.0,2304.0,0.0,239900,"217 E Walnut Street, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/217-E-Walnut-Street,97612114,42.957658,-90.127962,1918.0,217 E Walnut Street,"Dodgeville, WI",2020-11-06,239900,1,1
Yes,,,0.0,,0.0,189000,"7352 Mellum Road, Arena, WI",53503,https://www.homesnap.com/WI/Arena/7352-Mellum-Road,97267750,43.130476,-89.926109,,7352 Mellum Road,"Arena, WI",2020-11-05,189000,8,32
Yes,,3.0,2.0,2592.0,0.0,69900,"423 Vial Street, Linden, WI",53553,https://www.homesnap.com/WI/Linden/423-Vial-Street,96965262,42.915257,-90.272584,1981.0,423 Vial Street,"Linden, WI",2020-11-03,69900,1,1
No,4.0,,0.0,6405.0,0.0,299900,"52 High Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/52-High-Street,96825573,42.859335,-90.178125,1857.0,52 High Street,"Mineral Point, WI",2020-11-02,299900,8,128
No,,,0.0,,0.0,265000,"37.59 Ac Ferndale Road, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/3759-Ac-Ferndale-Road,96827629,42.846893,-90.18047,,37.59 Ac Ferndale Road,"Mineral Point, WI",2020-11-02,265000,8,32
No,,,0.0,,0.0,950000,"150.87 Ac Ferndale Road, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/15087-Ac-Ferndale-Road,96827966,42.846893,-90.18047,,150.87 Ac Ferndale Road,"Mineral Point, WI",2020-11-02,950000,8,32
No,,4.0,2.5,2130.0,0.0,349000,"415 Ruste Road, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/415-Ruste-Road,96764523,43.012448,-89.886739,2020.0,415 Ruste Road,"Barneveld, WI",2020-10-28,349000,1,1
Yes,,3.0,3.0,2624.0,0.0,475000,"1255 E Lake Road, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/1255-E-Lake-Road,96701053,42.874607,-90.197061,1994.0,1255 E Lake Road,"Mineral Point, WI",2020-10-22,475000,1,1
No,,,0.0,,0.0,368500,"140 AC County Road Wisconsin, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/140-AC-County-Road-Wisconsin,96604477,43.15464,-90.110294,,140 AC County Road Wisconsin,"Spring Green, WI",2020-10-20,368500,8,32
Yes,,2.0,1.5,1480.0,0.0,365000,"8625 Cemetery Road, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/8625-Cemetery-Road,96565845,42.833203,-89.860062,2020.0,8625 Cemetery Road,"Blanchardville, WI",2020-10-19,355000,1,1
No,,2.0,0.0,1640.0,0.0,85000,"153 Jail Alley, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/153-Jail-Alley,96456563,42.860524,-90.17947,1843.0,153 Jail Alley,"Mineral Point, WI",2020-10-12,85000,1,1
No,,,0.0,,0.0,17500,"L1 Mound View Street, Cobb, WI",53526,https://www.homesnap.com/WI/Cobb/L1-Mound-View-Street,96288810,42.964639,-90.33145,,L1 Mound View Street,"Cobb, WI",2020-10-05,17500,8,32
No,,,0.0,,0.0,17500,"L2 Mound View Street, Cobb, WI",53526,https://www.homesnap.com/WI/Cobb/L2-Mound-View-Street,96289069,42.964602,-90.331902,,L2 Mound View Street,"Cobb, WI",2020-10-05,17500,8,32
No,,,0.0,,0.0,360000,"40 ac Hwy 14, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/40-ac-Hwy-14,96268832,43.191358,-90.087896,,40 ac Hwy 14,"Spring Green, WI",2020-10-05,360000,8,32
Yes,,3.0,3.0,2287.0,0.0,335000,"4220 County Road B, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/4220-County-Road-B,95468291,42.947337,-90.150134,1979.0,4220 County Road B,"Dodgeville, WI",2020-10-01,380000,1,1
No,,,0.0,,0.0,34800,"Lot 54 Prairie Street, Arena, WI",53503,https://www.homesnap.com/WI/Arena/Lot-54-Prairie-Street,95255978,43.163866,-89.896952,,Lot 54 Prairie Street,"Arena, WI",2020-10-01,34800,8,32
No,,,0.0,,0.0,335500,"61 Acres County Road Dd, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/61-Acres-County-Road-Dd,95090376,42.852795,-90.039564,,61 Acres County Road Dd,"Mineral Point, WI",2020-09-30,335500,8,32
Yes,,4.0,2.5,3840.0,0.0,424900,"307 Church Street, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/307-Church-Street,95079679,43.018563,-89.893936,2018.0,307 Church Street,"Barneveld, WI",2020-09-29,435000,1,1
No,,3.0,1.0,1600.0,0.0,399900,"6209 Pine Bluff Road, Avoca, WI",53506,https://www.homesnap.com/WI/Avoca/6209-Pine-Bluff-Road,94953739,43.11787,-90.29829,,6209 Pine Bluff Road,"Avoca, WI",2020-09-26,399900,1,1
No,1.0,,0.0,3922.0,0.0,599000,"108 E Merrimac Street, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/108-E-Merrimac-Street,94911140,42.961211,-90.129825,1920.0,108 E Merrimac Street,"Dodgeville, WI",2020-09-25,599000,8,128
No,,3.0,3.0,2955.0,0.0,362500,"107 Savannah Circle, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/107-Savannah-Circle,94921576,43.018092,-89.894234,2021.0,107 Savannah Circle,"Barneveld, WI",2020-09-25,362500,1,1
No,,,0.0,,0.0,45000,"L16 Savannah Circle, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/L16-Savannah-Circle,94921809,43.018499,-89.894726,,L16 Savannah Circle,"Barneveld, WI",2020-09-25,45000,8,32
No,,2.0,1.0,1690.0,0.0,1690000,"6170 County Road z, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/6170-County-Road-z,94833791,43.113509,-90.059824,,6170 County Road z,"Spring Green, WI",2020-09-17,1690000,8,32
Yes,,3.0,2.0,1401.0,0.0,259000,"303 W Wilson Street, Blanchardville, WI",53516,https://www.homesnap.com/WI/Blanchardville/303-W-Wilson-Street,94683236,42.815515,-89.866377,2020.0,303 W Wilson Street,"Blanchardville, WI",2020-09-15,259000,1,1
No,,,0.0,,0.0,64200,"L1 White Pine Way, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L1-White-Pine-Way,94688439,43.177552,-90.10516,,L1 White Pine Way,"Spring Green, WI",2020-09-14,64200,8,32
No,,,0.0,,0.0,68400,"L2 White Pine Way, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L2-White-Pine-Way,94700532,43.17769,-90.105191,,L2 White Pine Way,"Spring Green, WI",2020-09-14,68400,8,32
No,,,0.0,,0.0,64200,"L3 White Pine Way, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L3-White-Pine-Way,94701090,43.176384,-90.104354,,L3 White Pine Way,"Spring Green, WI",2020-09-14,64200,8,32
No,,,0.0,,0.0,75200,"L6 White Pine Way, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L6-White-Pine-Way,94701091,43.177858,-90.106928,,L6 White Pine Way,"Spring Green, WI",2020-09-14,75200,8,32
No,,3.0,2.0,1836.0,0.0,130000,"603 Franklin Street, Linden, WI",53553,https://www.homesnap.com/WI/Linden/603-Franklin-Street,94504878,42.919115,-90.273915,1997.0,603 Franklin Street,"Linden, WI",2020-09-08,130000,8,64
No,2.0,,0.0,,0.0,139000,"202 N 4th Street, Avoca, WI",53506,https://www.homesnap.com/WI/Avoca/202-N-4th-Street,94383383,43.182747,-90.326233,,202 N 4th Street,"Avoca, WI",2020-09-01,139000,8,128
No,4.0,,0.0,3796.0,0.0,124900,"301 Main Street, Hollandale, WI",53544,https://www.homesnap.com/WI/Hollandale/301-Main-Street,94134832,42.877015,-89.935006,1920.0,301 Main Street,"Hollandale, WI",2020-08-24,129900,8,128
No,,,0.0,,0.0,175000,"9 Acres Sandy Court, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/9-Acres-Sandy-Court,94063855,43.175063,-90.077699,,9 Acres Sandy Court,"Spring Green, WI",2020-08-18,175000,8,32
No,,,0.0,,0.0,59900,"Lot 1 Ridge Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/Lot-1-Ridge-Street,94030727,42.858384,-90.188531,,Lot 1 Ridge Street,"Mineral Point, WI",2020-08-17,70000,8,32
No,,,0.0,,0.0,65000,"L4 Ridge Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/L4-Ridge-Street,94030354,42.858384,-90.188531,,L4 Ridge Street,"Mineral Point, WI",2020-08-17,70000,8,32
No,,3.0,1.0,2176.0,0.0,89000,"518 Main Street, Highland, WI",53543,https://www.homesnap.com/WI/Highland/518-Main-Street,93780460,43.045229,-90.379845,1900.0,518 Main Street,"Highland, WI",2020-08-07,105000,1,1
No,,,0.0,,0.0,65000,"S12674 County Line, Spring Green, WI",53556,https://www.homesnap.com/WI/Spring-Green/S12674-County-Line,93793291,43.184666,-90.192345,,S12674 County Line,"Spring Green, WI",2020-08-06,69900,8,32
Yes,,,0.0,,0.0,27500,"802 Sharon Street, Arena, WI",53503,https://www.homesnap.com/WI/Arena/802-Sharon-Street,93790661,43.166816,-89.915229,,802 Sharon Street,"Arena, WI",2020-08-05,32500,8,32
No,,,0.0,,0.0,55000,"603 Uplands Drive, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/603-Uplands-Drive,93596088,42.965543,-90.148126,,603 Uplands Drive,"Dodgeville, WI",2020-07-30,55000,8,32
No,,,0.0,,0.0,335000,"1114 N Johns Street, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/1114-N-Johns-Street,93338185,42.971535,-90.127242,,1114 N Johns Street,"Dodgeville, WI",2020-07-16,350000,8,32
No,2.0,,0.0,6295.0,0.0,449900,"334 Daley Street, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/334-Daley-Street,93043427,43.178671,-90.064421,1997.0,334 Daley Street,"Spring Green, WI",2020-07-02,499900,8,128
No,,,0.0,,0.0,154900,"2220 Long Valley Road, Hollandale, WI",53544,https://www.homesnap.com/WI/Hollandale/2220-Long-Valley-Road,92910977,42.922206,-89.938197,,2220 Long Valley Road,"Hollandale, WI",2020-06-27,180000,8,32
No,,4.0,2.5,2760.0,0.0,740000,"8181 Allgwen Road, Barneveld, WI",53507,https://www.homesnap.com/WI/Barneveld/8181-Allgwen-Road,92635818,43.058598,-89.889657,1997.0,8181 Allgwen Road,"Barneveld, WI",2020-06-15,750000,1,1
Yes,,3.0,5.0,2200.0,0.0,459000,"2011 Hwy 23 151, Mineral Point, WI",53533,https://www.homesnap.com/WI/Mineral-Point/2011-Hwy-23-151,92521682,42.91248,-90.135107,1997.0,2011 Hwy 23 151,"Mineral Point, WI",2020-06-10,459000,1,1
Yes,,3.0,2.5,2423.0,0.0,375000,"605 Cothern Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/605-Cothern-Street,92496594,42.857783,-90.183724,1855.0,605 Cothern Street,"Mineral Point, WI",2020-06-08,375000,1,1
No,,,0.0,,0.0,500000,"21 Ac U S 18, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/21-Ac-U-S-18,92547648,42.972532,-90.129819,,21 Ac U S 18,"Dodgeville, WI",2020-06-07,500000,8,32
No,,,0.0,,0.0,225000,"5392 Section Line Road, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/5392-Section-Line-Road,92448778,42.963079,-90.075536,,5392 Section Line Road,"Dodgeville, WI",2020-06-05,225000,8,32
Yes,,3.0,1.5,1800.0,0.0,170000,"328 Dodge Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/328-Dodge-Street,92365334,42.865927,-90.184153,1890.0,328 Dodge Street,"Mineral Point, WI",2020-05-31,175000,1,1
No,,4.0,1.0,1200.0,0.0,75000,"606 Dodgeville Street, Highland, WI",53543,https://www.homesnap.com/WI/Highland/606-Dodgeville-Street,91318112,43.047035,-90.378962,,606 Dodgeville Street,"Highland, WI",2020-05-11,89000,1,1
No,,,0.0,,0.0,27000,"L2 S Winsted Street, Spring Green, WI",53588,https://www.homesnap.com/WI/Spring-Green/L2-S-Winsted-Street,91194206,43.1652,-90.06362,,L2 S Winsted Street,"Spring Green, WI",2020-05-07,27000,8,32
No,,,0.0,,0.0,350000,"155 Hwy 14, Arena, WI",53503,https://www.homesnap.com/WI/Arena/155-Hwy-14,91134463,43.161345,-89.904671,,155 Hwy 14,"Arena, WI",2020-05-05,350000,8,32
No,,3.0,1.5,1928.0,0.0,59900,"216 N Chestnut Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/216-N-Chestnut-Street,91019953,42.862027,-90.179314,1904.0,216 N Chestnut Street,"Mineral Point, WI",2020-04-30,59900,1,1
No,,,0.0,,0.0,52900,"1319 S Springs Drive, Wyoming, WI",53588,https://www.homesnap.com/WI/Wyoming/1319-S-Springs-Drive,91047202,43.13843,-90.051747,,1319 S Springs Drive,"Wyoming, WI",2020-04-29,52900,8,32
No,,,0.0,,0.0,75000,"8.46 Ac Coon Rock Road, Arena, WI",53503,https://www.homesnap.com/WI/Arena/846-Ac-Coon-Rock-Road,90691589,43.138514,-89.940259,,8.46 Ac Coon Rock Road,"Arena, WI",2020-04-13,75000,8,32
Yes,,4.0,2.0,1850.0,0.0,220000,"1005 S Wisconsin Street, Mineral Point, WI",53565,https://www.homesnap.com/WI/Mineral-Point/1005-S-Wisconsin-Street,90148466,42.852803,-90.182213,1920.0,1005 S Wisconsin Street,"Mineral Point, WI",2020-03-27,220000,1,1
No,,,0.0,,0.0,225000,"3656 Wisconsin 23, Dodgeville, WI",53533,https://www.homesnap.com/WI/Dodgeville/3656-Wisconsin-23,90154457,42.960268,-90.130394,,3656 Wisconsin 23,"Dodgeville, WI",2020-03-26,225000,8,32
