contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
No,,3.0,1.5,1710.0,0.0,249900,"815 S Wisconsin Drive, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/815-S-Wisconsin-Drive,99748774,42.99815,-88.817649,1901.0,815 S Wisconsin Drive,"Jefferson, WI",2021-01-20,249900,1,1
No,,3.0,2.5,2421.0,0.0,289900,"817 Wild Rose Way, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/817-Wild-Rose-Way,99670362,43.183316,-88.751482,2001.0,817 Wild Rose Way,"Watertown, WI",2021-01-20,289900,1,1
No,,,0.0,,0.0,65000,"703 Brennan Road, Palmyra, WI",53156,https://www.homesnap.com/WI/Palmyra/703-Brennan-Road,99576568,42.888687,-88.583707,,703 Brennan Road,"Palmyra, WI",2021-01-18,65000,8,32
No,2.0,,0.0,6000.0,0.0,300000,"146 E Milwaukee Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/146-E-Milwaukee-Street,99605904,43.004093,-88.806175,1872.0,146 E Milwaukee Street,"Jefferson, WI",2021-01-18,300000,8,128
No,,3.0,2.5,2554.0,0.0,305000,"W1035 Snowyowl Lane, Ixonia, WI",53036,https://www.homesnap.com/WI/Ixonia/W1035-Snowyowl-Lane,99695061,43.144402,-88.584743,2003.0,W1035 Snowyowl Lane,"Ixonia, WI",2021-01-18,305000,1,1
No,,3.0,1.0,888.0,0.0,165000,"340 Spring Valley Court, Palmyra, WI",53156,https://www.homesnap.com/WI/Palmyra/340-Spring-Valley-Court,99561642,42.877841,-88.581001,1970.0,340 Spring Valley Court,"Palmyra, WI",2021-01-16,165000,1,1
No,,,0.0,,0.0,49900,"0 Lt 3 Lakeview Drive #LOT 3, Oakland, WI",53523,https://www.homesnap.com/WI/Oakland/0-Lt-3-Lakeview-Drive,99453732,43.001673,-88.981481,,0 Lt 3 Lakeview Drive #LOT 3,"Oakland, WI",2021-01-15,49900,8,32
No,,4.0,1.5,1296.0,0.0,109900,"414 W Milwaukee Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/414-W-Milwaukee-Street,99453728,43.190275,-88.730366,1926.0,414 W Milwaukee Street,"Watertown, WI",2021-01-15,109900,1,1
Yes,,,0.0,,0.0,49900,"Lt 3 Lakeview Drive, Lake Ripley, WI",53523,https://www.homesnap.com/WI/Lake-Ripley/Lt-3-Lakeview-Drive,99435474,43.002033,-88.981033,,Lt 3 Lakeview Drive,"Lake Ripley, WI",2021-01-15,49900,8,32
No,,,0.0,,0.0,57500,"Lt2 Beggan Lane, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/Lt2-Beggan-Lane,99452204,43.172607,-88.660327,,Lt2 Beggan Lane,"Watertown, WI",2021-01-15,57500,8,32
No,4.0,7.0,0.0,0.0,0.0,249000,"500 Western Avenue, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/500-Western-Avenue,99561498,43.188805,-88.721034,1900.0,500 Western Avenue,"Watertown, WI",2021-01-14,249000,1,16
No,2.0,6.0,2.0,2304.0,1600.0,229000,"920 S 12th Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/920-S-12th-Street,99449840,43.175906,-88.714192,1980.0,920 S 12th Street,"Watertown, WI",2021-01-14,229000,1,16
No,2.0,6.0,4.0,2976.0,19998.0,500000,"610 Mckay Way, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/610-Mckay-Way,99392239,43.175497,-88.997924,2021.0,610 Mckay Way,"Waterloo, WI",2021-01-14,500000,1,16
Yes,,4.0,3.5,2977.0,0.0,469900,"115 Pinnacle Drive, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/115-Pinnacle-Drive,99395584,43.066509,-88.912558,1999.0,115 Pinnacle Drive,"Lake Mills, WI",2021-01-14,469900,1,1
Yes,,4.0,3.0,2257.0,0.0,298000,"1521 Lena Lane, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/1521-Lena-Lane,99387359,42.905261,-88.829438,2008.0,1521 Lena Lane,"Fort Atkinson, WI",2021-01-14,298000,1,1
Yes,,3.0,2.0,1532.0,0.0,349900,"N6855 County Road O, Marshall, WI",53559,https://www.homesnap.com/WI/Marshall/N6855-County-Road-O,99357474,43.095237,-89.011379,1979.0,N6855 County Road O,"Marshall, WI",2021-01-13,349900,1,1
Yes,,2.0,1.0,1494.0,0.0,175000,"601 S 9th Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/601-S-9th-Street,99344471,43.18938,-88.716201,1880.0,601 S 9th Street,"Watertown, WI",2021-01-12,175000,1,1
Yes,,3.0,2.0,1660.0,0.0,199900,"409 S Washington Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/409-S-Washington-Street,99240613,43.190824,-88.727601,1900.0,409 S Washington Street,"Watertown, WI",2021-01-11,199900,1,1
Yes,,5.0,3.5,2752.0,0.0,339900,"208 Tansdale Court, Johnson Creek, WI",53038,https://www.homesnap.com/WI/Johnson-Creek/208-Tansdale-Court,99252849,43.072313,-88.78243,2016.0,208 Tansdale Court,"Johnson Creek, WI",2021-01-11,339900,1,1
No,,3.0,1.5,1152.0,0.0,129900,"207 S 9th Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/207-S-9th-Street,99186545,43.191969,-88.715674,1924.0,207 S 9th Street,"Watertown, WI",2021-01-08,129900,1,1
No,,3.0,2.0,1152.0,0.0,189900,"712 Cobblestone Way, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/712-Cobblestone-Way,99181955,43.184686,-88.740433,1990.0,712 Cobblestone Way,"Watertown, WI",2021-01-08,189900,1,1
No,,,0.0,,0.0,41500,"559 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/559-E-Clancy-Street,99174557,42.995068,-88.794983,,559 E Clancy Street,"Jefferson, WI",2021-01-08,41500,8,32
No,,,0.0,,0.0,47400,"620 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/620-E-Clancy-Street,99175798,42.994494,-88.794257,,620 E Clancy Street,"Jefferson, WI",2021-01-08,47400,8,32
No,,,0.0,,0.0,41500,"529 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/529-E-Clancy-Street,99173536,42.995085,-88.79613,,529 E Clancy Street,"Jefferson, WI",2021-01-08,41500,8,32
No,,,0.0,,0.0,41500,"549 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/549-E-Clancy-Street,99174038,42.995073,-88.795364,,549 E Clancy Street,"Jefferson, WI",2021-01-08,41500,8,32
No,,3.0,1.5,1822.0,0.0,169900,"213 N 10th Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/213-N-10th-Street,99164504,43.194536,-88.714278,1890.0,213 N 10th Street,"Watertown, WI",2021-01-08,169900,1,1
No,,,0.0,,0.0,45500,"608 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/608-E-Clancy-Street,99175446,42.9945,-88.794661,,608 E Clancy Street,"Jefferson, WI",2021-01-08,45500,8,32
No,,,0.0,,0.0,42500,"627 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/627-E-Clancy-Street,99174860,42.995052,-88.793981,,627 E Clancy Street,"Jefferson, WI",2021-01-08,42500,8,32
No,,,0.0,,0.0,74900,"Lot 2 Newville Road, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/Lot-2-Newville-Road,99206959,43.120809,-88.960409,,Lot 2 Newville Road,"Waterloo, WI",2021-01-08,74900,8,32
No,1.0,,0.0,,0.0,350000,"103 Church Street, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/103-Church-Street,99096849,43.079983,-88.913472,1887.0,103 Church Street,"Lake Mills, WI",2021-01-06,350000,8,128
Yes,,3.0,2.0,1784.0,0.0,289900,"340 Mckay Way, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/340-Mckay-Way,99039054,43.175743,-88.993067,2021.0,340 Mckay Way,"Waterloo, WI",2021-01-04,289900,1,1
No,,3.0,3.0,2234.0,0.0,334900,"N7860 Maple Ridge Road, Oconomowoc, WI",53066,https://www.homesnap.com/WI/Oconomowoc/N7860-Maple-Ridge-Road,99105326,43.127588,-88.547084,2002.0,N7860 Maple Ridge Road,"Oconomowoc, WI",2021-01-04,334900,1,1
No,,,0.0,,0.0,475000,"710 Badger Court # 716, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/710-Badger-Court/property/17776212,98982636,42.937728,-88.855683,1998.0,710 Badger Court # 716,"Fort Atkinson, WI",2021-01-02,475000,8,2
No,,3.0,3.5,3408.0,0.0,599900,"N6385 Cedar Lane, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/N6385-Cedar-Lane,98968196,43.077342,-88.946324,1996.0,N6385 Cedar Lane,"Lake Mills, WI",2021-01-02,599900,1,1
No,,,0.0,,0.0,59900,"Lt1 N Rapids Road, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/Lt1-N-Rapids-Road,98897306,42.977801,-88.802129,,Lt1 N Rapids Road,"Jefferson, WI",2020-12-30,59900,8,32
No,,3.0,2.0,1547.0,0.0,174900,"1608 Commonwealth Drive #5, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/1608-Commonwealth-Drive/property/600029720170,98938301,42.940206,-88.864984,2005.0,1608 Commonwealth Drive #5,"Fort Atkinson, WI",2020-12-30,179900,4,4
Yes,,3.0,1.5,1900.0,0.0,169000,"406 Converse Street, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/406-Converse-Street,98890069,42.918793,-88.83231,1930.0,406 Converse Street,"Fort Atkinson, WI",2020-12-30,169000,1,1
Yes,2.0,3.0,2.0,3516.0,3000.0,325000,"700 Badger Court, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/700-Badger-Court,98942002,42.937543,-88.855926,1997.0,700 Badger Court,"Fort Atkinson, WI",2020-12-30,325000,1,16
No,,,0.0,,0.0,40900,"519 E Clancy Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/519-E-Clancy-Street,98893985,42.995094,-88.796519,,519 E Clancy Street,"Jefferson, WI",2020-12-30,40900,8,32
Yes,4.0,9.0,4.0,1092.0,4080.0,475000,"710 Badger Court, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/710-Badger-Court/property/17774124,98950413,42.937728,-88.855683,1998.0,710 Badger Court,"Fort Atkinson, WI",2020-12-30,475000,1,16
No,,4.0,3.0,4040.0,0.0,659900,"N4990 N Helenville Road, Helenville, WI",53137,https://www.homesnap.com/WI/Helenville/N4990-N-Helenville-Road,98746243,43.023077,-88.699167,2003.0,N4990 N Helenville Road,"Helenville, WI",2020-12-24,659900,1,1
No,,2.0,1.0,972.0,0.0,139900,"509 Sherman Avenue West, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/509-Sherman-Avenue-West,98676781,42.929568,-88.843982,1896.0,509 Sherman Avenue West,"Fort Atkinson, WI",2020-12-21,139900,1,1
No,,,0.0,,0.0,525000,"W3140 Hwy 16, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/W3140-Hwy-16,98658026,43.182183,-88.685208,,W3140 Hwy 16,"Watertown, WI",2020-12-21,525000,8,32
No,,1.0,1.0,572.0,0.0,129500,"N4557 E Shore Place Road, Cambridge, WI",53523,https://www.homesnap.com/WI/Cambridge/N4557-E-Shore-Place-Road,98580729,43.011164,-88.993656,1995.0,N4557 E Shore Place Road,"Cambridge, WI",2020-12-18,129500,1,1
No,,,0.0,,0.0,1595000,"214 Golf Drive #216, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/214-Golf-Drive/property/17735323,98510791,43.002661,-88.78928,2014.0,214 Golf Drive #216,"Jefferson, WI",2020-12-17,1595000,8,128
Yes,,3.0,2.5,2823.0,0.0,510000,"W8954 London Road, Cambridge, WI",53523,https://www.homesnap.com/WI/Cambridge/W8954-London-Road,98515208,43.039118,-88.977455,2001.0,W8954 London Road,"Cambridge, WI",2020-12-16,510000,1,1
Yes,,4.0,3.5,4078.0,0.0,479900,"W8240 Lake Terrace, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/W8240-Lake-Terrace,98467422,43.086843,-88.939828,1992.0,W8240 Lake Terrace,"Lake Mills, WI",2020-12-16,479900,1,1
No,,3.0,2.0,1902.0,0.0,319900,"240 Mckay Way, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/240-Mckay-Way,98426625,43.175772,-88.992076,2021.0,240 Mckay Way,"Waterloo, WI",2020-12-15,309900,1,1
Yes,,3.0,2.0,1784.0,0.0,289900,"200 Mckay Way, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/200-Mckay-Way,98426941,43.175792,-88.991415,2021.0,200 Mckay Way,"Waterloo, WI",2020-12-15,289900,1,1
No,,3.0,2.0,1904.0,0.0,324900,"220 Mckay Way, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/220-Mckay-Way,98426626,43.175782,-88.991745,2021.0,220 Mckay Way,"Waterloo, WI",2020-12-15,314900,1,1
No,,,0.0,,0.0,45000,"Lt4 Rock River Paradise, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/Lt4-Rock-River-Paradise,98439730,43.12338,-88.721653,,Lt4 Rock River Paradise,"Watertown, WI",2020-12-15,45000,8,32
Yes,,3.0,2.0,1784.0,0.0,289900,"1000 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1000-Bluegrass-Trail,98425825,43.195277,-88.98281,2021.0,1000 Bluegrass Trail,"Waterloo, WI",2020-12-15,289900,1,1
No,,3.0,2.0,1904.0,0.0,324900,"1020 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1020-Bluegrass-Trail,98425826,43.195529,-88.982787,2021.0,1020 Bluegrass Trail,"Waterloo, WI",2020-12-15,314900,1,1
No,,3.0,2.0,1902.0,0.0,319900,"1040 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1040-Bluegrass-Trail,98425827,43.195763,-88.982786,2021.0,1040 Bluegrass Trail,"Waterloo, WI",2020-12-15,309900,1,1
No,2.0,5.0,2.0,0.0,2590.0,349900,"W7999 High Ridge Road, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/W7999-High-Ridge-Road,98367770,42.91327,-88.929496,1940.0,W7999 High Ridge Road,"Fort Atkinson, WI",2020-12-11,349900,1,16
No,2.0,,0.0,,0.0,525000,"103 Church Street, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/103-Church-Street/listing/98409990,98409990,43.079983,-88.913472,1887.0,103 Church Street,"Lake Mills, WI",2020-12-10,525000,8,128
No,,,0.0,,0.0,39900,"809 Belmont Drive, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/809-Belmont-Drive,98319378,43.183185,-88.756894,,809 Belmont Drive,"Watertown, WI",2020-12-09,39900,8,32
No,,3.0,2.0,1700.0,0.0,289999,"N3815 Cushman Road, Helenville, WI",53137,https://www.homesnap.com/WI/Helenville/N3815-Cushman-Road,98288016,42.978545,-88.663417,1987.0,N3815 Cushman Road,"Helenville, WI",2020-12-07,289999,1,1
No,2.0,4.0,2.0,0.0,800.0,199900,"205 Cherrywood Lane, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/205-Cherrywood-Lane,98287531,43.195102,-88.749352,1989.0,205 Cherrywood Lane,"Watertown, WI",2020-12-07,199900,1,16
No,,5.0,3.0,2602.0,0.0,295000,"1101 Crestview Drive, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/1101-Crestview-Drive,98250294,43.186067,-88.753388,1996.0,1101 Crestview Drive,"Watertown, WI",2020-12-04,295000,1,1
No,,6.0,4.5,4523.0,0.0,775000,"350 S Ferry Drive, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/350-S-Ferry-Drive,98134174,43.07518,-88.917413,1993.0,350 S Ferry Drive,"Lake Mills, WI",2020-11-30,799900,1,1
No,2.0,,0.0,6494.0,0.0,249900,"123 N Center Avenue, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/123-N-Center-Avenue,98153846,43.005986,-88.805957,1900.0,123 N Center Avenue,"Jefferson, WI",2020-11-30,249900,8,128
No,,,0.0,,0.0,62000,"Lt4 Brewster Drive, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/Lt4-Brewster-Drive,98108838,43.0808,-88.9086,,Lt4 Brewster Drive,"Lake Mills, WI",2020-11-27,62000,8,32
No,,,0.0,,0.0,62000,"Lot 4 Brewster Drive, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/Lot-4-Brewster-Drive,98100476,43.080421,-88.890403,,Lot 4 Brewster Drive,"Lake Mills, WI",2020-11-27,62000,8,32
No,,,0.0,2268.0,0.0,999900,"N4976 Business 26 # N4982, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/N4976-Business-26/property/17591595,97847457,43.02294,-88.805587,1970.0,N4976 Business 26 # N4982,"Jefferson, WI",2020-11-20,999900,8,128
Yes,,,0.0,,0.0,79900,"0 County Road D, Fort Atkinson, WI",53538,https://www.homesnap.com/WI/Fort-Atkinson/0-County-Road-D,97821388,42.98254,-88.96365,,0 County Road D,"Fort Atkinson, WI",2020-11-20,79900,8,32
No,,,0.0,,0.0,200000,"10 Acres County Road Cw, Watertown, WI",53098,https://www.homesnap.com/WI/Watertown/10-Acres-County-Road-Cw,97829363,43.19651,-88.702861,,10 Acres County Road Cw,"Watertown, WI",2020-11-20,200000,8,32
No,2.0,,0.0,,0.0,700000,"711 W Racine Street, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/711-W-Racine-Street,97830115,43.006215,-88.819922,1971.0,711 W Racine Street,"Jefferson, WI",2020-11-20,700000,8,128
No,,,0.0,,0.0,999900,"N4976 Wisconsin 26, Jefferson, WI",53549,https://www.homesnap.com/WI/Jefferson/N4976-Wisconsin-26,97830530,43.013217,-88.829142,1970.0,N4976 Wisconsin 26,"Jefferson, WI",2020-11-20,999900,8,128
No,,4.0,3.0,2909.0,0.0,349900,"1104 Black Walnut Pass, Johnson Creek, WI",53094,https://www.homesnap.com/WI/Johnson-Creek/1104-Black-Walnut-Pass/listing/97835179,97835179,43.095041,-88.772876,2009.0,1104 Black Walnut Pass,"Johnson Creek, WI",2020-11-18,365000,1,1
No,,3.0,2.0,2391.0,0.0,415000,"W8084 County Road B, Lake Mills, WI",53551,https://www.homesnap.com/WI/Lake-Mills/W8084-County-Road-B,97784230,43.096939,-88.931825,1957.0,W8084 County Road B,"Lake Mills, WI",2020-11-18,449900,1,1
