contingent,units,beds,baths,sqft,rent,list_price,address,zip,urls,listings,lats,longs,year_built,street_address,city_state,list_date,original_price,propertyType,propertyType2
No,,,0.0,,0.0,36000,"W2525 Woodland Road, Iron Ridge, WI",53035,https://www.homesnap.com/WI/Iron-Ridge/W2525-Woodland-Road,100688072,43.370636,-88.494429,,W2525 Woodland Road,"Iron Ridge, WI",2021-02-09,36000.0,8,32
No,,3.0,2.0,2174.0,0.0,184900,"543 S Madison Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/543-S-Madison-Street,100666351,43.625603,-88.729442,1920.0,543 S Madison Street,"Waupun, WI",2021-02-08,184900.0,1,1
No,,3.0,1.0,844.0,0.0,174900,"N6911 High Point Road, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/N6911-High-Point-Road,100657291,43.444935,-88.755323,,N6911 High Point Road,"Beaver Dam, WI",2021-02-08,174900.0,1,1
No,,5.0,2.0,1911.0,0.0,160000,"303 Anthony Street, Hustisford, WI",53034,https://www.homesnap.com/WI/Hustisford/303-Anthony-Street,100678059,43.343436,-88.598003,1916.0,303 Anthony Street,"Hustisford, WI",2021-02-08,160000.0,1,16
No,,3.0,1.0,2000.0,0.0,129900,"711 E Walnut Street, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/711-E-Walnut-Street,100646953,43.452242,-88.626562,1912.0,711 E Walnut Street,"Horicon, WI",2021-02-06,129900.0,1,1
No,,3.0,2.0,1821.0,0.0,120000,"506 N 4th Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/506-N-4th-Street,100643834,43.19728,-88.720719,1870.0,506 N 4th Street,"Watertown, WI",2021-02-06,120000.0,8,16
Yes,,2.0,2.5,1404.0,0.0,130000,"221 S State Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/221-S-State-Street,100643835,43.629671,-88.736459,1924.0,221 S State Street,"Waupun, WI",2021-02-06,130000.0,1,1
No,,3.0,1.5,2036.0,0.0,129900,"314 Park Avenue, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/314-Park-Avenue,100610135,43.456672,-88.830463,1916.0,314 Park Avenue,"Beaver Dam, WI",2021-02-05,129900.0,1,1
No,,2.0,1.0,1475.0,0.0,129900,"924 Lina Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/924-Lina-Street,100581387,43.496997,-88.555483,1916.0,924 Lina Street,"Mayville, WI",2021-02-04,129900.0,1,1
No,,3.0,1.5,1528.0,0.0,749900,"W9599 County Road Camp, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/W9599-County-Road-Camp,100568176,43.493281,-88.879327,1931.0,W9599 County Road Camp,"Beaver Dam, WI",2021-02-03,749900.0,1,1
No,,3.0,3.0,3286.0,0.0,334900,"340 Luedtke Lane, Lomira, WI",53048,https://www.homesnap.com/WI/Lomira/340-Luedtke-Lane,100483183,43.584826,-88.437506,2003.0,340 Luedtke Lane,"Lomira, WI",2021-02-02,334900.0,1,1
Yes,,3.0,2.0,1904.0,0.0,314900,"1060 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1060-Bluegrass-Trail,100516732,43.196003,-88.982785,2021.0,1060 Bluegrass Trail,"Waterloo, WI",2021-02-02,314900.0,1,1
No,,5.0,2.0,2350.0,0.0,169000,"709 Breckenridge Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/709-Breckenridge-Street,100461488,43.500933,-88.552835,1875.0,709 Breckenridge Street,"Mayville, WI",2021-02-01,169000.0,1,1
No,,3.0,1.5,1890.0,0.0,149900,"235 Lincoln Lane, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/235-Lincoln-Lane,100461494,43.497679,-88.542494,1962.0,235 Lincoln Lane,"Mayville, WI",2021-02-01,149900.0,1,1
No,1.0,,0.0,2000.0,0.0,250000,"1319 W Main Street, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/1319-W-Main-Street,100453690,43.197389,-88.757556,2002.0,1319 W Main Street,"Watertown, WI",2021-02-01,250000.0,8,128
No,,,0.0,,0.0,139000,"0 Linden Lane, Fox Lake, WI",53933,https://www.homesnap.com/WI/Fox-Lake/0-Linden-Lane,100456540,43.567776,-88.924673,,0 Linden Lane,"Fox Lake, WI",2021-02-01,139000.0,8,32
No,2.0,6.0,2.5,4200.0,2500.0,219900,"216 W Mackie Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/216-W-Mackie-Street,100393796,43.46086,-88.839149,1840.0,216 W Mackie Street,"Beaver Dam, WI",2021-01-29,219900.0,1,16
No,,,0.0,,0.0,109000,"425 Linden Drive, Lomira, WI",53048,https://www.homesnap.com/WI/Lomira/425-Linden-Drive,100351728,43.580164,-88.436059,,425 Linden Drive,"Lomira, WI",2021-01-29,109000.0,8,32
Yes,,2.0,1.5,1660.0,0.0,164900,"717 Scott Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/717-Scott-Street,100094570,43.47303,-88.841293,1960.0,717 Scott Street,"Beaver Dam, WI",2021-01-26,164900.0,1,1
Yes,,4.0,3.0,2341.0,0.0,289900,"N3667 Oxbow Road, Columbus, WI",53925,https://www.homesnap.com/WI/Columbus/N3667-Oxbow-Road,100316346,43.32716,-88.991809,1997.0,N3667 Oxbow Road,"Columbus, WI",2021-01-26,289900.0,1,1
Yes,2.0,6.0,3.0,2946.0,1575.0,157500,"509 E Brown Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/509-E-Brown-Street,100245138,43.630835,-88.727605,1922.0,509 E Brown Street,"Waupun, WI",2021-01-26,157500.0,1,16
No,,2.0,1.5,2118.0,0.0,123500,"103 S Main Street, Reeseville, WI",53579,https://www.homesnap.com/WI/Reeseville/103-S-Main-Street,100053760,43.303759,-88.845811,,103 S Main Street,"Reeseville, WI",2021-01-26,123500.0,1,1
No,2.0,,0.0,,0.0,113900,"306 W State Street, Fox Lake, WI",53933,https://www.homesnap.com/WI/Fox-Lake/306-W-State-Street,100250432,43.565782,-88.90978,,306 W State Street,"Fox Lake, WI",2021-01-26,113900.0,8,128
No,,4.0,3.0,1974.0,0.0,474900,"N4187 O Sixty Road, Juneau, WI",53039,https://www.homesnap.com/WI/Juneau/N4187-O-Sixty-Road,100249566,43.344408,-88.665582,2007.0,N4187 O Sixty Road,"Juneau, WI",2021-01-25,474900.0,1,1
No,,3.0,2.0,1480.0,0.0,129900,"115 Lynn Street, Watertown, WI",53098,https://www.homesnap.com/WI/Watertown/115-Lynn-Street,99836982,43.199552,-88.722507,1880.0,115 Lynn Street,"Watertown, WI",2021-01-23,129900.0,1,1
No,,2.0,1.0,816.0,0.0,124900,"213 Charlton Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/213-Charlton-Street,99810945,43.464934,-88.823422,1945.0,213 Charlton Street,"Beaver Dam, WI",2021-01-23,129900.0,1,1
No,,3.0,2.0,1516.0,0.0,159900,"210 Kilbourne Street, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/210-Kilbourne-Street,99748193,43.445266,-88.642697,1964.0,210 Kilbourne Street,"Horicon, WI",2021-01-22,159900.0,1,1
No,,3.0,1.5,2120.0,0.0,259000,"1531 N 2nd Street, Watertown, WI",53098,https://www.homesnap.com/WI/Watertown/1531-N-2nd-Street,99748773,43.211039,-88.721781,1987.0,1531 N 2nd Street,"Watertown, WI",2021-01-21,239000.0,1,1
No,,3.0,2.0,1856.0,0.0,169900,"815 N Center Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/815-N-Center-Street,99647456,43.465788,-88.839115,1920.0,815 N Center Street,"Beaver Dam, WI",2021-01-20,169900.0,1,1
No,,3.0,2.0,1866.0,0.0,334000,"905 Duke Street, Brownsville, WI",53006,https://www.homesnap.com/WI/Brownsville/905-Duke-Street,99688335,43.618089,-88.500752,2021.0,905 Duke Street,"Brownsville, WI",2021-01-20,334000.0,1,1
No,,3.0,2.0,1742.0,0.0,339000,"907 Duke Street, Brownsville, WI",53006,https://www.homesnap.com/WI/Brownsville/907-Duke-Street,99688336,43.618084,-88.501129,2021.0,907 Duke Street,"Brownsville, WI",2021-01-20,339000.0,1,1
Yes,,5.0,2.5,2538.0,0.0,240000,"220 Bogert Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/220-Bogert-Street,99605042,43.463317,-88.822259,1996.0,220 Bogert Street,"Beaver Dam, WI",2021-01-19,240000.0,1,1
No,,4.0,2.0,2200.0,0.0,349900,"W3626 Decora Road, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/W3626-Decora-Road,99577983,43.45338,-88.578536,1900.0,W3626 Decora Road,"Horicon, WI",2021-01-18,349900.0,1,1
No,,4.0,3.0,2445.0,0.0,335000,"N7614 Country Creek Lane, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/N7614-Country-Creek-Lane,99595239,43.471176,-88.806427,2002.0,N7614 Country Creek Lane,"Beaver Dam, WI",2021-01-18,335000.0,1,1
No,,4.0,2.5,2184.0,0.0,259900,"430 Oak Spring Drive, Lomira, WI",53048,https://www.homesnap.com/WI/Lomira/430-Oak-Spring-Drive,99631336,43.583739,-88.4355,2003.0,430 Oak Spring Drive,"Lomira, WI",2021-01-15,259900.0,1,1
No,,3.0,1.5,1678.0,0.0,229900,"N4852 Lilac Road, Iron Ridge, WI",53035,https://www.homesnap.com/WI/Iron-Ridge/N4852-Lilac-Road,99427890,43.368398,-88.507414,1886.0,N4852 Lilac Road,"Iron Ridge, WI",2021-01-15,229900.0,1,1
No,4.0,,0.0,9174.0,0.0,239900,"119 S Main Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/119-S-Main-Street,99483879,43.494281,-88.544372,1891.0,119 S Main Street,"Mayville, WI",2021-01-15,239900.0,8,128
Yes,,3.0,3.0,2315.0,0.0,300000,"1203 Schuman Drive, Watertown, WI",53098,https://www.homesnap.com/WI/Watertown/1203-Schuman-Drive,99487852,43.205457,-88.694378,2005.0,1203 Schuman Drive,"Watertown, WI",2021-01-15,300000.0,1,1
No,,,0.0,,0.0,229000,"24 Bridge Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/24-Bridge-Street,99379837,43.495564,-88.548739,1852.0,24 Bridge Street,"Mayville, WI",2021-01-13,229000.0,8,32
Yes,,3.0,2.0,1352.0,0.0,110000,"229 Walker Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/229-Walker-Street,99392118,43.629414,-88.735227,1916.0,229 Walker Street,"Waupun, WI",2021-01-13,110000.0,1,1
No,,3.0,1.5,2280.0,0.0,192500,"721 Scott Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/721-Scott-Street,99388070,43.47303,-88.841593,1961.0,721 Scott Street,"Beaver Dam, WI",2021-01-13,192500.0,1,1
No,,3.0,2.0,1652.0,0.0,269900,"323 Brookside Drive, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/323-Brookside-Drive,99349804,43.499884,-88.563312,2003.0,323 Brookside Drive,"Mayville, WI",2021-01-12,269900.0,1,1
No,,,0.0,,0.0,22000,"L30 Spearhead Trail, Juneau, WI",53039,https://www.homesnap.com/WI/Juneau/L30-Spearhead-Trail,99296851,43.373833,-88.628402,,L30 Spearhead Trail,"Juneau, WI",2021-01-12,22000.0,8,32
No,,,0.0,,0.0,82900,"341 N Walnut Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/341-N-Walnut-Street,99235879,43.499853,-88.548931,1900.0,341 N Walnut Street,"Mayville, WI",2021-01-10,82900.0,8,16
No,5.0,,0.0,7000.0,0.0,169000,"120 Front Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/120-Front-Street,99191244,43.456549,-88.837889,1910.0,120 Front Street,"Beaver Dam, WI",2021-01-09,169000.0,8,128
No,,4.0,3.0,2973.0,0.0,339900,"N842 Lake View Drive, Reeseville, WI",53579,https://www.homesnap.com/WI/Reeseville/N842-Lake-View-Drive/listing/99181945,99181945,43.22525,-88.899028,1999.0,N842 Lake View Drive,"Reeseville, WI",2021-01-08,339900.0,1,1
No,,3.0,1.5,1470.0,0.0,152500,"W6925 Arbor Road, Juneau, WI",53039,https://www.homesnap.com/WI/Juneau/W6925-Arbor-Road,99161048,43.385947,-88.744688,1903.0,W6925 Arbor Road,"Juneau, WI",2021-01-07,152500.0,1,1
No,2.0,5.0,2.0,2064.0,1735.0,139900,"213 N Finch Street, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/213-N-Finch-Street,99100855,43.453185,-88.626982,1870.0,213 N Finch Street,"Horicon, WI",2021-01-06,144900.0,1,16
Yes,,4.0,3.5,3878.0,0.0,389000,"N6326 Forest Road, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/N6326-Forest-Road,99090478,43.423312,-88.91528,1992.0,N6326 Forest Road,"Beaver Dam, WI",2021-01-06,389000.0,1,1
Yes,,3.0,3.0,2800.0,0.0,349900,"N4708 Hwy 151, Elba, WI",53925,https://www.homesnap.com/WI/Elba/N4708-Hwy-151,99108894,43.365441,-88.976891,1998.0,N4708 Hwy 151,"Elba, WI",2021-01-06,349900.0,1,1
Yes,,2.0,1.0,1226.0,0.0,197500,"W10972 Glen Drive, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/W10972-Glen-Drive,99128379,43.516442,-88.94954,1970.0,W10972 Glen Drive,"Beaver Dam, WI",2021-01-05,197500.0,1,1
No,4.0,8.0,4.0,3072.0,2335.0,374900,"104 Grove Street, Randolph, WI",53956,https://www.homesnap.com/WI/Randolph/104-Grove-Street,99113106,43.535907,-89.006598,1970.0,104 Grove Street,"Randolph, WI",2021-01-05,374900.0,1,16
Yes,,5.0,3.5,3602.0,0.0,399900,"1301 Lake Shore Drive, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/1301-Lake-Shore-Drive,99094928,43.471787,-88.845883,1984.0,1301 Lake Shore Drive,"Beaver Dam, WI",2021-01-02,399900.0,1,1
Yes,,3.0,3.0,2350.0,0.0,239900,"201 Watertower Circle, Iron Ridge, WI",53035,https://www.homesnap.com/WI/Iron-Ridge/201-Watertower-Circle,98970149,43.40318,-88.52699,2004.0,201 Watertower Circle,"Iron Ridge, WI",2020-12-31,239900.0,4,4
No,2.0,,0.0,1000.0,0.0,250000,"514 E Main Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/514-E-Main-Street/property/17776168,98951650,43.633433,-88.727332,1930.0,514 E Main Street,"Waupun, WI",2020-12-31,250000.0,8,128
Yes,,4.0,2.0,1864.0,0.0,255000,"906 Visser Avenue, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/906-Visser-Avenue,98925569,43.629139,-88.751263,1963.0,906 Visser Avenue,"Waupun, WI",2020-12-30,255000.0,1,1
No,,3.0,2.0,1774.0,0.0,324999,"W9244 Horse Shoe Road, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/W9244-Horse-Shoe-Road,98885145,43.51611,-88.863086,1977.0,W9244 Horse Shoe Road,"Beaver Dam, WI",2020-12-30,324999.0,1,1
Yes,,2.0,2.0,1380.0,0.0,220000,"810 Taft Lane, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/810-Taft-Lane,98887183,43.621528,-88.722258,2017.0,810 Taft Lane,"Waupun, WI",2020-12-30,220000.0,8,8
Yes,3.0,,0.0,8000.0,0.0,450000,"310 Seippel Boulevard, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/310-Seippel-Boulevard/property/6545045,98885754,43.47529,-88.818525,1996.0,310 Seippel Boulevard,"Beaver Dam, WI",2020-12-28,450000.0,8,128
No,,2.0,2.0,2112.0,0.0,169900,"404 Rich Street, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/404-Rich-Street,98823864,43.445269,-88.634978,1974.0,404 Rich Street,"Horicon, WI",2020-12-26,169900.0,1,1
No,,3.0,1.0,1590.0,0.0,355900,"W1064 W Paine Road, Rubicon, WI",53078,https://www.homesnap.com/WI/Rubicon/W1064-W-Paine-Road,98824257,43.28418,-88.451301,1900.0,W1064 W Paine Road,"Rubicon, WI",2020-12-26,355900.0,1,1
Yes,,3.0,2.0,1475.0,0.0,199900,"600 Hazel Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/600-Hazel-Street,98679177,43.625918,-88.745533,1992.0,600 Hazel Street,"Waupun, WI",2020-12-21,199900.0,1,1
Yes,,3.0,1.5,1542.0,0.0,204900,"602 Chippewa Circle, Horicon, WI",53032,https://www.homesnap.com/WI/Horicon/602-Chippewa-Circle,98654993,43.447737,-88.646779,1988.0,602 Chippewa Circle,"Horicon, WI",2020-12-20,204900.0,1,1
No,,1.0,1.0,796.0,0.0,100000,"10 N John Street, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/10-N-John-Street,98656024,43.495925,-88.546702,1920.0,10 N John Street,"Mayville, WI",2020-12-18,100000.0,1,1
Yes,,4.0,2.0,1500.0,0.0,129900,"414 S Spring Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/414-S-Spring-Street,98576493,43.452241,-88.837187,1900.0,414 S Spring Street,"Beaver Dam, WI",2020-12-18,129900.0,1,1
Yes,,3.0,2.0,1230.0,0.0,142000,"136 Charlton Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/136-Charlton-Street,98593365,43.465491,-88.826986,1948.0,136 Charlton Street,"Beaver Dam, WI",2020-12-17,142000.0,1,1
No,,2.0,1.0,1504.0,0.0,119900,"204 E South Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/204-E-South-Street,98433578,43.451303,-88.833704,1900.0,204 E South Street,"Beaver Dam, WI",2020-12-15,119900.0,1,1
Yes,,3.0,2.0,1447.0,0.0,135000,"635 Cochrane Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/635-Cochrane-Street,98437169,43.62381,-88.730914,1940.0,635 Cochrane Street,"Waupun, WI",2020-12-15,145000.0,1,1
Yes,,3.0,2.0,1784.0,0.0,289900,"1000 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1000-Bluegrass-Trail,98425825,43.195277,-88.98281,2021.0,1000 Bluegrass Trail,"Waterloo, WI",2020-12-15,289900.0,1,1
No,,3.0,2.0,1904.0,0.0,324900,"1020 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1020-Bluegrass-Trail,98425826,43.195529,-88.982787,2021.0,1020 Bluegrass Trail,"Waterloo, WI",2020-12-15,314900.0,1,1
No,,3.0,2.0,1902.0,0.0,319900,"1040 Bluegrass Trail, Waterloo, WI",53594,https://www.homesnap.com/WI/Waterloo/1040-Bluegrass-Trail,98425827,43.195763,-88.982786,2021.0,1040 Bluegrass Trail,"Waterloo, WI",2020-12-15,309900.0,1,1
No,,2.0,2.5,1675.0,0.0,379000,"W11034 County Road G, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/W11034-County-Road-G,98434570,43.510417,-88.951972,,W11034 County Road G,"Beaver Dam, WI",2020-12-14,379000.0,1,1
Yes,,3.0,2.0,1890.0,0.0,164900,"127 Martha Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/127-Martha-Street,98328725,43.446712,-88.851763,2003.0,127 Martha Street,"Beaver Dam, WI",2020-12-09,164900.0,4,4
No,2.0,4.0,2.0,0.0,800.0,199900,"205 Cherrywood Lane, Watertown, WI",53094,https://www.homesnap.com/WI/Watertown/205-Cherrywood-Lane,98287531,43.195102,-88.749352,1989.0,205 Cherrywood Lane,"Watertown, WI",2020-12-07,199900.0,1,16
Yes,,3.0,2.0,2470.0,0.0,320900,"W7716 Redwood Road, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/W7716-Redwood-Road,98292320,43.546611,-88.786416,1977.0,W7716 Redwood Road,"Beaver Dam, WI",2020-12-07,329900.0,1,1
No,,3.0,2.0,1500.0,0.0,294900,"970 Quail Run, Lomira, WI",53048,https://www.homesnap.com/WI/Lomira/970-Quail-Run,98319651,43.599787,-88.445649,2021.0,970 Quail Run,"Lomira, WI",2020-12-07,294900.0,1,1
No,,3.0,2.0,1500.0,0.0,299900,"975 Partridge Lane, Lomira, WI",53048,https://www.homesnap.com/WI/Lomira/975-Partridge-Lane,98319652,43.600178,-88.445655,2021.0,975 Partridge Lane,"Lomira, WI",2020-12-07,299900.0,1,1
No,,3.0,1.0,1014.0,0.0,144900,"305 Church Street, Theresa, WI",53091,https://www.homesnap.com/WI/Theresa/305-Church-Street,98275878,43.515703,-88.452275,1899.0,305 Church Street,"Theresa, WI",2020-12-06,144900.0,1,1
No,,3.0,2.5,1312.0,0.0,199900,"132 Vermont Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/132-Vermont-Street,98244344,43.462362,-88.826989,1925.0,132 Vermont Street,"Beaver Dam, WI",2020-12-04,210000.0,1,1
Yes,,2.0,1.0,720.0,0.0,119000,"410 W Burnett Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/410-W-Burnett-Street,98286355,43.466402,-88.837201,1910.0,410 W Burnett Street,"Beaver Dam, WI",2020-12-04,119000.0,1,1
Yes,,3.0,1.0,1152.0,0.0,95000,"618 E Jefferson Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/618-E-Jefferson-Street,98287687,43.632333,-88.723692,1923.0,618 E Jefferson Street,"Waupun, WI",2020-12-04,95000.0,1,1
No,,3.0,1.5,1981.0,0.0,275000,"N11197 Hwy M, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/N11197-Hwy-M,98278703,43.6002,-88.7483,1963.0,N11197 Hwy M,"Waupun, WI",2020-12-04,275000.0,1,1
No,,3.0,2.0,2622.0,0.0,225000,"1121 Madison Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/1121-Madison-Street,98221688,43.4427,-88.854906,1940.0,1121 Madison Street,"Beaver Dam, WI",2020-12-02,225000.0,1,1
No,,3.0,1.0,1050.0,0.0,110000,"215 Milwaukee Street, Neosho, WI",53059,https://www.homesnap.com/WI/Neosho/215-Milwaukee-Street,98179082,43.310268,-88.516214,1900.0,215 Milwaukee Street,"Neosho, WI",2020-12-01,110000.0,1,1
No,,4.0,1.5,1785.0,0.0,209900,"357 Lincoln Drive, Juneau, WI",53039,https://www.homesnap.com/WI/Juneau/357-Lincoln-Drive,98158055,43.403378,-88.70391,1953.0,357 Lincoln Drive,"Juneau, WI",2020-12-01,219900.0,1,1
No,,3.0,1.5,1596.0,0.0,129900,"515 N Spring Street, Beaver Dam, WI",53916,https://www.homesnap.com/WI/Beaver-Dam/515-N-Spring-Street,98149851,43.461236,-88.835696,1910.0,515 N Spring Street,"Beaver Dam, WI",2020-11-30,129900.0,1,1
No,,,0.0,,0.0,0,"906 W Main Street, Waupun, WI",53963,https://www.homesnap.com/WI/Waupun/906-W-Main-Street,98238162,43.63333,-88.752834,1965.0,906 W Main Street,"Waupun, WI",2020-11-30,,8,128
Yes,,3.0,1.5,1360.0,0.0,199900,"320 W Griffith Street, Hustisford, WI",53034,https://www.homesnap.com/WI/Hustisford/320-W-Griffith-Street,98144853,43.344751,-88.603755,1974.0,320 W Griffith Street,"Hustisford, WI",2020-11-30,199900.0,1,1
No,,,0.0,,0.0,170000,"124 E Oak Street, Juneau, WI",53039,https://www.homesnap.com/WI/Juneau/124-E-Oak-Street,98329931,43.406754,-88.703574,1900.0,124 E Oak Street,"Juneau, WI",2020-11-30,170000.0,8,128
No,,,0.0,,0.0,80000,"W3598 Oak Lawn Road, Iron Ridge, WI",53035,https://www.homesnap.com/WI/Iron-Ridge/W3598-Oak-Lawn-Road,98038990,43.349144,-88.56927,,W3598 Oak Lawn Road,"Iron Ridge, WI",2020-11-24,80000.0,8,32
No,,,0.0,,0.0,457000,"0 River Knoll Drive, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/0-River-Knoll-Drive,98140421,43.513869,-88.546824,,0 River Knoll Drive,"Mayville, WI",2020-11-24,457000.0,8,32
No,,,0.0,,0.0,312000,"0 River Knoll Drive, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/0-River-Knoll-Drive,98140170,43.513869,-88.546824,,0 River Knoll Drive,"Mayville, WI",2020-11-24,312000.0,8,32
No,,,0.0,,0.0,175000,"0 Hilltop Drive, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/0-Hilltop-Drive,98140171,43.51186,-88.548254,,0 Hilltop Drive,"Mayville, WI",2020-11-24,175000.0,8,32
No,,,0.0,,0.0,221000,"0 Metalcraft Drive, Mayville, WI",53050,https://www.homesnap.com/WI/Mayville/0-Metalcraft-Drive,98140423,43.512617,-88.541191,,0 Metalcraft Drive,"Mayville, WI",2020-11-24,221000.0,8,32
